ADR_USD,hotel_id,city_id,star_rating,accommadation_type_name,chain_hotel,booking_date,checkin_date,checkout_date,Between_Booking_Checkin,Stay_Duration,Booking_Date,Duration_Group
125.16,1249476,9395,3.5,Hotel,1,2016-09-28,2016-10-07,2016-10-10,9,3,Wednesday,1
56.34,197996,9395,3.5,Hotel,1,2016-09-28,2016-11-21,2016-11-22,54,1,Wednesday,3
118.45,21360,9395,4.5,Hotel,0,2016-09-28,2016-11-01,2016-11-03,34,2,Wednesday,2
102.98,542024,9395,4.0,Hotel,1,2016-09-28,2016-10-04,2016-10-06,6,2,Wednesday,1
142.52,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-12,2016-10-14,14,2,Wednesday,1
155.38,1861318,9395,5.0,Hotel,1,2016-09-28,2016-10-05,2016-10-07,7,2,Wednesday,1
55.26,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
91.02,298322,9395,3.0,Hotel,1,2016-09-28,2016-10-09,2016-10-11,11,2,Wednesday,1
155.38,510678,9395,5.0,Hotel,1,2016-09-28,2016-10-08,2016-10-09,10,1,Wednesday,1
77.2,588768,9395,3.0,Hotel,1,2016-09-28,2016-10-08,2016-10-11,10,3,Wednesday,1
180.32,198004,9395,3.0,Hotel,1,2016-09-28,2016-10-02,2016-10-05,4,3,Wednesday,1
52.16,461084,9395,3.0,Hotel,1,2016-09-28,2016-10-05,2016-10-07,7,2,Wednesday,1
145.89,1861318,9395,5.0,Hotel,1,2016-09-28,2016-10-14,2016-10-17,16,3,Wednesday,1
158.24,679868,9395,4.0,Guest House / Bed & Breakfast,1,2016-09-28,2016-11-12,2016-11-13,45,1,Wednesday,3
41.44,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-08,2016-10-09,10,1,Wednesday,1
131.8,179404,9395,3.5,Hotel,0,2016-09-28,2016-11-12,2016-11-13,45,1,Wednesday,3
52.16,461084,9395,3.0,Hotel,1,2016-09-28,2016-10-11,2016-10-12,13,1,Wednesday,1
138.57,257678,9395,4.0,Hotel,1,2016-09-28,2016-10-18,2016-10-21,20,3,Wednesday,1
205.94,96982,9395,4.0,Hotel,0,2016-09-28,2016-10-28,2016-10-30,30,2,Wednesday,2
57.78,2540652,9395,2.5,Guest House / Bed & Breakfast,1,2016-09-28,2016-10-22,2016-10-23,24,1,Wednesday,2
157.77,1246920,9395,4.0,Hotel,1,2016-09-28,2016-11-01,2016-11-04,34,3,Wednesday,2
92.46,577502,9395,3.5,Hotel,1,2016-09-28,2016-11-04,2016-11-06,37,2,Wednesday,2
165.74,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-09,2016-10-10,11,1,Wednesday,1
78.78,216386,9395,3.0,Hotel,0,2016-09-28,2016-10-05,2016-10-07,7,2,Wednesday,1
63.56,2438804,9395,3.0,Hostel,1,2016-09-28,2016-10-08,2016-10-09,10,1,Wednesday,1
156.03,96982,9395,4.0,Hotel,0,2016-09-28,2016-10-10,2016-10-12,12,2,Wednesday,1
127.56,1991354,9395,4.0,Serviced Apartment,1,2016-09-28,2016-10-05,2016-10-08,7,3,Wednesday,1
124.94,152820,9395,4.0,Hotel,1,2016-09-28,2016-10-16,2016-10-17,18,1,Wednesday,1
57.1,601910,9395,3.5,Hotel,1,2016-09-28,2016-10-23,2016-10-24,25,1,Wednesday,2
68.66,1130156,9395,2.5,Hotel,1,2016-09-28,2016-11-01,2016-11-03,34,2,Wednesday,2
98.1,297356,9395,3.0,Hotel,1,2016-09-28,2016-10-14,2016-10-16,16,2,Wednesday,1
39.78,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-03,2016-10-05,5,2,Wednesday,1
38.44,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
78.02,782884,9395,3.0,Hotel,0,2016-09-28,2016-11-10,2016-11-11,43,1,Wednesday,3
117.16,21272,9395,4.0,Hotel,1,2016-09-28,2016-10-08,2016-10-10,10,2,Wednesday,1
47.08,1930960,9395,3.0,Hotel,1,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
102.1,475894,9395,3.0,Serviced Apartment,1,2016-09-28,2016-10-02,2016-10-04,4,2,Wednesday,1
39.78,197996,9395,3.5,Hotel,1,2016-09-28,2016-11-16,2016-11-17,49,1,Wednesday,3
80.62,152820,9395,4.0,Hotel,1,2016-09-28,2016-10-01,2016-10-02,3,1,Wednesday,1
77.44,323576,9395,4.0,Hotel,0,2016-09-28,2016-10-14,2016-10-17,16,3,Wednesday,1
126.02,510678,9395,5.0,Hotel,1,2016-09-28,2016-11-10,2016-11-12,43,2,Wednesday,3
136.04,461164,9395,4.0,Hotel,0,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
110.96,586114,9395,2.5,Serviced Apartment,1,2016-09-28,2016-10-15,2016-10-17,17,2,Wednesday,1
120.08,179404,9395,3.5,Hotel,0,2016-09-28,2016-10-04,2016-10-07,6,3,Wednesday,1
39.78,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-23,2016-10-24,25,1,Wednesday,2
34.68,1605882,9395,2.0,Hostel,1,2016-09-28,2016-10-26,2016-10-27,28,1,Wednesday,2
142.52,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-01,2016-10-02,3,1,Wednesday,1
169.98,475584,9395,5.0,Hotel,0,2016-09-28,2016-10-15,2016-10-16,17,1,Wednesday,1
135.22,298446,9395,4.0,Hotel,1,2016-09-28,2016-10-13,2016-10-15,15,2,Wednesday,1
82.38,577502,9395,3.5,Hotel,1,2016-09-28,2016-10-10,2016-10-12,12,2,Wednesday,1
106.5,21272,9395,4.0,Hotel,1,2016-09-28,2016-10-01,2016-10-02,3,1,Wednesday,1
161.32,96982,9395,4.0,Hotel,0,2016-09-28,2016-11-24,2016-11-26,57,2,Wednesday,3
135.22,298446,9395,4.0,Hotel,1,2016-09-28,2016-10-13,2016-10-15,15,2,Wednesday,1
135.22,298446,9395,4.0,Hotel,1,2016-09-28,2016-10-14,2016-10-15,16,1,Wednesday,1
44.2,197996,9395,3.5,Hotel,1,2016-09-28,2016-11-16,2016-11-17,49,1,Wednesday,3
57.64,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-06,2016-10-08,8,2,Wednesday,1
183.5,21418,9395,4.0,Hotel,0,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
183.5,21418,9395,4.0,Hotel,0,2016-09-28,2016-10-06,2016-10-08,8,2,Wednesday,1
104.02,297388,9395,2.5,Hotel,1,2016-09-28,2016-11-19,2016-11-20,52,1,Wednesday,3
148.28,96982,9395,4.0,Hotel,0,2016-09-28,2016-10-21,2016-10-24,23,3,Wednesday,2
89.68,577502,9395,3.5,Hotel,1,2016-09-28,2016-10-05,2016-10-08,7,3,Wednesday,1
100.9,331350,9395,3.0,Hotel,1,2016-09-28,2016-11-09,2016-11-11,42,2,Wednesday,3
197.03,180880,9395,4.0,Hotel,1,2016-09-28,2016-10-13,2016-10-16,15,3,Wednesday,1
99.18,21360,9395,4.5,Hotel,0,2016-09-28,2016-10-08,2016-10-09,10,1,Wednesday,1
123.26,179404,9395,3.5,Hotel,0,2016-09-28,2016-10-01,2016-10-02,3,1,Wednesday,1
84.0,1913862,9395,3.0,Guest House / Bed & Breakfast,1,2016-09-28,2016-10-03,2016-10-05,5,2,Wednesday,1
79.8,782884,9395,3.0,Hotel,0,2016-09-28,2016-10-01,2016-10-03,3,2,Wednesday,1
45.59,1242114,9395,2.0,Hotel,1,2016-09-28,2016-10-01,2016-10-04,3,3,Wednesday,1
190.18,2313076,9395,5.0,Hotel,0,2016-09-28,2016-11-02,2016-11-05,35,3,Wednesday,2
166.33,257678,9395,4.0,Hotel,1,2016-09-28,2016-10-23,2016-10-26,25,3,Wednesday,2
109.8,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-06,2016-10-07,8,1,Wednesday,1
52.94,216914,9395,3.0,Hotel,1,2016-09-28,2016-10-07,2016-10-09,9,2,Wednesday,1
74.12,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-06,2016-10-07,8,1,Wednesday,1
304.5,525626,9395,5.0,Hotel,0,2016-09-28,2016-11-11,2016-11-14,44,3,Wednesday,3
165.56,180880,9395,4.0,Hotel,1,2016-09-28,2016-11-08,2016-11-11,41,3,Wednesday,3
87.38,152820,9395,4.0,Hotel,1,2016-09-28,2016-10-11,2016-10-12,13,1,Wednesday,1
104.14,21418,9395,4.0,Hotel,0,2016-09-28,2016-10-04,2016-10-05,6,1,Wednesday,1
127.42,824942,9395,3.5,Serviced Apartment,1,2016-09-28,2016-11-12,2016-11-13,45,1,Wednesday,3
47.08,1930960,9395,3.0,Hotel,1,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
25.74,1130156,9395,2.5,Hotel,1,2016-09-28,2016-10-04,2016-10-06,6,2,Wednesday,1
127.42,824942,9395,3.5,Serviced Apartment,1,2016-09-28,2016-11-25,2016-11-26,58,1,Wednesday,3
163.84,679868,9395,4.0,Guest House / Bed & Breakfast,1,2016-09-28,2016-10-10,2016-10-12,12,2,Wednesday,1
65.88,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-01,2016-10-03,3,2,Wednesday,1
40.62,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-20,2016-10-22,22,2,Wednesday,2
117.16,21272,9395,4.0,Hotel,1,2016-09-28,2016-10-01,2016-10-02,3,1,Wednesday,1
41.44,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-15,2016-10-16,17,1,Wednesday,1
41.34,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-10,2016-10-11,12,1,Wednesday,1
186.26,217846,9395,4.5,Serviced Apartment,1,2016-09-28,2016-10-14,2016-10-16,16,2,Wednesday,1
41.34,197996,9395,3.5,Hotel,1,2016-09-28,2016-11-17,2016-11-18,50,1,Wednesday,3
92.46,600926,9395,3.0,Hotel,1,2016-09-28,2016-10-27,2016-10-29,29,2,Wednesday,2
46.66,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-03,2016-10-05,5,2,Wednesday,1
46.66,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-06,2016-10-07,8,1,Wednesday,1
133.28,373272,9395,4.5,Hotel,0,2016-09-28,2016-10-09,2016-10-12,11,3,Wednesday,1
52.16,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-05,2016-10-06,7,1,Wednesday,1
155.66,180880,9395,4.0,Hotel,1,2016-09-28,2016-10-09,2016-10-10,11,1,Wednesday,1
92.68,331350,9395,3.0,Hotel,1,2016-09-28,2016-11-08,2016-11-09,41,1,Wednesday,3
78.28,198004,9395,3.0,Hotel,1,2016-09-28,2016-10-19,2016-10-20,21,1,Wednesday,2
91.02,298322,9395,3.0,Hotel,1,2016-09-28,2016-10-28,2016-10-29,30,1,Wednesday,2
47.64,297388,9395,2.5,Hotel,1,2016-09-28,2016-10-03,2016-10-05,5,2,Wednesday,1
161.36,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-17,2016-10-20,19,3,Wednesday,1
138.4,373272,9395,4.5,Hotel,0,2016-09-28,2016-11-18,2016-11-20,51,2,Wednesday,3
165.74,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-24,2016-10-27,26,3,Wednesday,2
60.8,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-03,2016-10-04,5,1,Wednesday,1
120.2,150994,9395,3.0,Hotel,1,2016-09-28,2016-10-23,2016-10-25,25,2,Wednesday,2
58.66,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-02,2016-10-03,4,1,Wednesday,1
265.26,597472,9395,3.0,Guest House / Bed & Breakfast,1,2016-09-28,2016-11-13,2016-11-14,46,1,Wednesday,3
186.45,21310,9395,4.0,Hotel,0,2016-09-28,2016-11-21,2016-11-23,54,2,Wednesday,3
59.46,866630,9395,3.5,Serviced Apartment,1,2016-09-28,2016-10-09,2016-10-10,11,1,Wednesday,1
124.16,21286,9395,4.0,Hotel,1,2016-09-28,2016-10-10,2016-10-12,12,2,Wednesday,1
277.74,509832,9395,5.0,Hotel,1,2016-09-28,2016-10-06,2016-10-08,8,2,Wednesday,1
158.86,180880,9395,4.0,Hotel,1,2016-09-28,2016-10-11,2016-10-12,13,1,Wednesday,1
253.0,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-20,2016-10-21,22,1,Wednesday,2
41.86,197996,9395,3.5,Hotel,1,2016-09-28,2016-11-13,2016-11-16,46,3,Wednesday,3
118.04,297388,9395,2.5,Hotel,1,2016-09-28,2016-11-05,2016-11-08,38,3,Wednesday,2
69.64,197996,9395,3.5,Hotel,1,2016-09-28,2016-10-05,2016-10-06,7,1,Wednesday,1
90.1,298322,9395,3.0,Hotel,1,2016-09-28,2016-10-18,2016-10-21,20,3,Wednesday,1
94.4,510678,9395,5.0,Hotel,1,2016-09-28,2016-10-14,2016-10-15,16,1,Wednesday,1
46.66,526414,9395,2.5,Hotel,1,2016-09-28,2016-10-04,2016-10-07,6,3,Wednesday,1
240.5,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-05,2016-10-06,7,1,Wednesday,1
169.24,2313076,9395,5.0,Hotel,0,2016-09-28,2016-10-14,2016-10-15,16,1,Wednesday,1
160.2,510678,9395,5.0,Hotel,1,2016-09-28,2016-10-07,2016-10-08,9,1,Wednesday,1
97.54,331350,9395,3.0,Hotel,1,2016-09-28,2016-10-02,2016-10-05,4,3,Wednesday,1
92.46,782884,9395,3.0,Hotel,0,2016-09-28,2016-10-29,2016-10-30,31,1,Wednesday,2
157.54,96982,9395,4.0,Hotel,0,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
157.56,2313076,9395,5.0,Hotel,0,2016-09-29,2016-10-09,2016-10-12,10,3,Thursday,1
132.53,475584,9395,5.0,Hotel,0,2016-09-29,2016-10-11,2016-10-14,12,3,Thursday,1
29.76,677014,9395,3.0,Hotel,1,2016-09-29,2016-10-16,2016-10-18,17,2,Thursday,1
124.78,373272,9395,4.5,Hotel,0,2016-09-29,2016-10-01,2016-10-03,2,2,Thursday,1
45.95,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-26,2016-10-28,27,2,Thursday,2
51.86,1930960,9395,3.0,Hotel,1,2016-09-29,2016-10-26,2016-10-28,27,2,Thursday,2
114.44,824942,9395,3.5,Serviced Apartment,1,2016-09-29,2016-10-09,2016-10-10,10,1,Thursday,1
92.69,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-23,2016-10-25,24,2,Thursday,2
69.36,1747118,9395,2.0,Hostel,1,2016-09-29,2016-11-17,2016-11-19,49,2,Thursday,3
60.4,591210,9395,2.5,Guest House / Bed & Breakfast,1,2016-09-29,2016-11-02,2016-11-03,34,1,Thursday,2
68.64,461084,9395,3.0,Hotel,1,2016-09-29,2016-11-18,2016-11-20,50,2,Thursday,3
296.48,509832,9395,5.0,Hotel,1,2016-09-29,2016-10-24,2016-10-26,25,2,Thursday,2
105.96,866630,9395,3.5,Serviced Apartment,1,2016-09-29,2016-10-06,2016-10-09,7,3,Thursday,1
130.86,373272,9395,4.5,Hotel,0,2016-09-29,2016-10-28,2016-10-31,29,3,Thursday,2
82.38,782884,9395,3.0,Hotel,0,2016-09-29,2016-10-14,2016-10-16,15,2,Thursday,1
57.92,586884,9395,2.5,Hostel,1,2016-09-29,2016-11-05,2016-11-07,37,2,Thursday,2
66.76,581660,9395,3.0,Hotel,1,2016-09-29,2016-10-11,2016-10-12,12,1,Thursday,1
114.76,21272,9395,4.0,Hotel,1,2016-09-29,2016-10-04,2016-10-07,5,3,Thursday,1
123.34,2240838,9395,3.5,Hotel,1,2016-09-29,2016-10-06,2016-10-07,7,1,Thursday,1
114.86,216914,9395,3.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
109.08,21360,9395,4.5,Hotel,0,2016-09-29,2016-10-14,2016-10-17,15,3,Thursday,1
119.88,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-05,2016-10-06,6,1,Thursday,1
86.02,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-03,2016-10-04,4,1,Thursday,1
117.14,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-30,2016-10-31,31,1,Thursday,2
66.16,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-13,2016-10-14,14,1,Thursday,1
126.1,21310,9395,4.0,Hotel,0,2016-09-29,2016-10-09,2016-10-12,10,3,Thursday,1
86.52,581660,9395,3.0,Hotel,1,2016-09-29,2016-10-13,2016-10-16,14,3,Thursday,1
83.23,577502,9395,3.5,Hotel,1,2016-09-29,2016-10-06,2016-10-08,7,2,Thursday,1
102.12,298322,9395,3.0,Hotel,1,2016-09-29,2016-10-08,2016-10-09,9,1,Thursday,1
52.02,1514164,9395,2.5,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
81.37,581660,9395,3.0,Hotel,1,2016-09-29,2016-10-01,2016-10-03,2,2,Thursday,1
108.72,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
575.38,509832,9395,5.0,Hotel,1,2016-09-29,2016-11-07,2016-11-10,39,3,Thursday,2
428.88,217846,9395,4.5,Serviced Apartment,1,2016-09-29,2016-10-15,2016-10-17,16,2,Thursday,1
84.1,348814,9395,3.5,Hotel,1,2016-09-29,2016-10-04,2016-10-06,5,2,Thursday,1
42.4,889932,9395,2.0,Hostel,1,2016-09-29,2016-11-19,2016-11-22,51,3,Thursday,3
138.78,2278874,9395,4.0,Hotel,0,2016-09-29,2016-10-07,2016-10-09,8,2,Thursday,1
104.22,298322,9395,3.0,Hotel,1,2016-09-29,2016-11-05,2016-11-07,37,2,Thursday,2
76.24,297388,9395,2.5,Hotel,1,2016-09-29,2016-11-23,2016-11-24,55,1,Thursday,3
100.12,21308,9395,4.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
116.86,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-19,2016-10-22,20,3,Thursday,1
141.6,21272,9395,4.0,Hotel,1,2016-09-29,2016-10-08,2016-10-09,9,1,Thursday,1
40.62,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-10,2016-10-11,11,1,Thursday,1
41.58,197996,9395,3.5,Hotel,1,2016-09-29,2016-11-22,2016-11-23,54,1,Thursday,3
161.04,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-07,2016-10-08,8,1,Thursday,1
210.86,180880,9395,4.0,Hotel,1,2016-09-29,2016-10-19,2016-10-20,20,1,Thursday,1
56.36,216914,9395,3.0,Hotel,1,2016-09-29,2016-10-02,2016-10-03,3,1,Thursday,1
99.18,21360,9395,4.5,Hotel,0,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
217.95,2313076,9395,5.0,Hotel,0,2016-09-29,2016-11-21,2016-11-24,53,3,Thursday,3
171.44,180880,9395,4.0,Hotel,1,2016-09-29,2016-10-03,2016-10-04,4,1,Thursday,1
111.0,824942,9395,3.5,Serviced Apartment,1,2016-09-29,2016-10-13,2016-10-14,14,1,Thursday,1
95.86,331350,9395,3.0,Hotel,1,2016-09-29,2016-10-16,2016-10-18,17,2,Thursday,1
56.64,924698,9395,3.0,Hotel,1,2016-09-29,2016-10-28,2016-10-29,29,1,Thursday,2
219.74,2313076,9395,5.0,Hotel,0,2016-09-29,2016-11-23,2016-11-26,55,3,Thursday,3
94.84,373272,9395,4.5,Hotel,0,2016-09-29,2016-10-06,2016-10-07,7,1,Thursday,1
111.0,824942,9395,3.5,Serviced Apartment,1,2016-09-29,2016-10-17,2016-10-18,18,1,Thursday,1
44.21,1138214,9395,2.0,Serviced Apartment,1,2016-09-29,2016-10-04,2016-10-06,5,2,Thursday,1
42.88,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-07,2016-10-08,8,1,Thursday,1
50.18,475438,9395,3.0,Hotel,1,2016-09-29,2016-10-02,2016-10-03,3,1,Thursday,1
26.1,1737924,9395,2.0,Hostel,1,2016-09-29,2016-10-28,2016-10-29,29,1,Thursday,2
43.76,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-17,2016-10-18,18,1,Thursday,1
41.88,197996,9395,3.5,Hotel,1,2016-09-29,2016-11-01,2016-11-02,33,1,Thursday,2
29.3,1737924,9395,2.0,Hostel,1,2016-09-29,2016-10-28,2016-10-29,29,1,Thursday,2
77.48,577502,9395,3.5,Hotel,1,2016-09-29,2016-11-06,2016-11-08,38,2,Thursday,2
138.0,257678,9395,4.0,Hotel,1,2016-09-29,2016-10-08,2016-10-09,9,1,Thursday,1
41.46,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-09,2016-10-10,10,1,Thursday,1
50.72,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-25,2016-10-26,26,1,Thursday,2
69.36,297388,9395,2.5,Hotel,1,2016-09-29,2016-10-06,2016-10-07,7,1,Thursday,1
67.56,197996,9395,3.5,Hotel,1,2016-09-29,2016-11-07,2016-11-08,39,1,Thursday,2
76.6,782884,9395,3.0,Hotel,0,2016-09-29,2016-10-30,2016-10-31,31,1,Thursday,2
71.66,782884,9395,3.0,Hotel,0,2016-09-29,2016-10-10,2016-10-11,11,1,Thursday,1
143.34,257678,9395,4.0,Hotel,1,2016-09-29,2016-10-08,2016-10-09,9,1,Thursday,1
79.06,782884,9395,3.0,Hotel,0,2016-09-29,2016-10-15,2016-10-16,16,1,Thursday,1
39.78,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-02,2016-10-03,3,1,Thursday,1
306.22,525626,9395,5.0,Hotel,0,2016-09-29,2016-11-05,2016-11-06,37,1,Thursday,2
84.11,782884,9395,3.0,Hotel,0,2016-09-29,2016-10-02,2016-10-05,3,3,Thursday,1
129.52,21418,9395,4.0,Hotel,0,2016-09-29,2016-11-15,2016-11-16,47,1,Thursday,3
41.36,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-02,2016-10-03,3,1,Thursday,1
121.78,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-25,2016-10-26,26,1,Thursday,2
140.44,1991354,9395,4.0,Serviced Apartment,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
80.72,298322,9395,3.0,Hotel,1,2016-09-29,2016-11-22,2016-11-25,54,3,Thursday,3
72.44,581660,9395,3.0,Hotel,1,2016-09-29,2016-10-03,2016-10-06,4,3,Thursday,1
270.86,608654,9395,4.5,Hotel,1,2016-09-29,2016-10-15,2016-10-16,16,1,Thursday,1
104.22,298322,9395,3.0,Hotel,1,2016-09-29,2016-10-21,2016-10-23,22,2,Thursday,2
58.78,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
81.52,218518,9395,3.5,Hotel,1,2016-09-29,2016-10-04,2016-10-07,5,3,Thursday,1
92.78,21418,9395,4.0,Hotel,0,2016-09-29,2016-10-29,2016-10-31,30,2,Thursday,2
105.64,525010,9395,3.0,Hotel,1,2016-09-29,2016-10-07,2016-10-10,8,3,Thursday,1
120.8,21272,9395,4.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
45.36,569328,9395,3.5,Hotel,1,2016-09-29,2016-11-15,2016-11-16,47,1,Thursday,3
102.98,542024,9395,4.0,Hotel,1,2016-09-29,2016-11-18,2016-11-21,50,3,Thursday,3
41.88,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-19,2016-10-20,20,1,Thursday,1
156.56,21294,9395,4.0,Hotel,0,2016-09-29,2016-10-10,2016-10-12,11,2,Thursday,1
142.28,96982,9395,4.0,Hotel,0,2016-09-29,2016-10-29,2016-10-30,30,1,Thursday,2
41.88,197996,9395,3.5,Hotel,1,2016-09-29,2016-11-08,2016-11-09,40,1,Thursday,2
139.4,257678,9395,4.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
79.06,577502,9395,3.5,Hotel,1,2016-09-29,2016-10-26,2016-10-27,27,1,Thursday,2
41.62,323518,9395,3.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
40.46,297388,9395,2.5,Hotel,1,2016-09-29,2016-10-07,2016-10-08,8,1,Thursday,1
83.8,297388,9395,2.5,Hotel,1,2016-09-29,2016-11-26,2016-11-27,58,1,Thursday,3
97.97,782884,9395,3.0,Hotel,0,2016-09-29,2016-10-07,2016-10-10,8,3,Thursday,1
106.46,180166,9395,4.0,Hotel,0,2016-09-29,2016-10-05,2016-10-07,6,2,Thursday,1
208.67,1861318,9395,5.0,Hotel,1,2016-09-29,2016-10-22,2016-10-24,23,2,Thursday,2
105.53,373272,9395,4.5,Hotel,0,2016-09-29,2016-10-01,2016-10-04,2,3,Thursday,1
167.69,475584,9395,5.0,Hotel,0,2016-09-29,2016-10-03,2016-10-06,4,3,Thursday,1
45.48,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-04,2016-10-06,5,2,Thursday,1
136.38,21310,9395,4.0,Hotel,0,2016-09-29,2016-11-05,2016-11-06,37,1,Thursday,2
46.42,2325228,9395,2.0,Serviced Apartment,1,2016-09-29,2016-10-12,2016-10-13,13,1,Thursday,1
442.14,217846,9395,4.5,Serviced Apartment,1,2016-09-29,2016-10-08,2016-10-09,9,1,Thursday,1
59.82,782894,9395,2.0,Hotel,1,2016-09-29,2016-10-19,2016-10-22,20,3,Thursday,1
153.26,141282,9395,5.0,Hotel,0,2016-09-29,2016-10-05,2016-10-06,6,1,Thursday,1
125.69,21360,9395,4.5,Hotel,0,2016-09-29,2016-10-29,2016-11-01,30,3,Thursday,2
161.62,21360,9395,4.5,Hotel,0,2016-09-29,2016-10-17,2016-10-20,18,3,Thursday,1
46.24,373588,9395,3.0,Hotel,1,2016-09-29,2016-10-21,2016-10-22,22,1,Thursday,2
53.04,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-26,2016-10-27,27,1,Thursday,2
63.92,474060,9395,3.0,Hotel,0,2016-09-29,2016-11-08,2016-11-11,40,3,Thursday,2
41.94,596878,9395,3.5,Hotel,0,2016-09-29,2016-10-16,2016-10-17,17,1,Thursday,1
89.48,373272,9395,4.5,Hotel,0,2016-09-29,2016-10-05,2016-10-06,6,1,Thursday,1
44.84,373588,9395,3.0,Hotel,1,2016-09-29,2016-10-21,2016-10-22,22,1,Thursday,2
47.78,216914,9395,3.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
280.6,2313076,9395,5.0,Hotel,0,2016-09-29,2016-10-22,2016-10-23,23,1,Thursday,2
54.16,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-04,2016-10-05,5,1,Thursday,1
55.84,197996,9395,3.5,Hotel,1,2016-09-29,2016-10-19,2016-10-20,20,1,Thursday,1
250.56,141282,9395,5.0,Hotel,0,2016-09-29,2016-10-29,2016-11-01,30,3,Thursday,2
165.76,2313076,9395,5.0,Hotel,0,2016-09-29,2016-10-12,2016-10-13,13,1,Thursday,1
116.14,461164,9395,4.0,Hotel,0,2016-09-29,2016-10-14,2016-10-17,15,3,Thursday,1
102.86,2278874,9395,4.0,Hotel,0,2016-09-29,2016-10-19,2016-10-20,20,1,Thursday,1
109.82,21272,9395,4.0,Hotel,1,2016-09-29,2016-10-01,2016-10-02,2,1,Thursday,1
121.32,1249476,9395,3.5,Hotel,1,2016-09-29,2016-10-02,2016-10-03,3,1,Thursday,1
33.78,1605882,9395,2.0,Hostel,1,2016-09-29,2016-10-12,2016-10-14,13,2,Thursday,1
83.22,331350,9395,3.0,Hotel,1,2016-09-29,2016-11-06,2016-11-07,38,1,Thursday,2
188.22,96982,9395,4.0,Hotel,0,2016-09-29,2016-10-08,2016-10-09,9,1,Thursday,1
101.33,510678,9395,5.0,Hotel,1,2016-09-29,2016-10-03,2016-10-05,4,2,Thursday,1
